Order_ID,Date,Product,Category,Quantity,Price,Sales,Region
ORD10061,2025-04-02 09:08:17.071129707,Tablet,Electronics,7,27194.14,190358.98,North
ORD10062,2025-04-03 21:41:25.355648536,Smartwatch,Electronics,1,9327.08,9327.08,East
ORD10063,2025-04-05 10:14:33.640167364,Shoes,Fashion,2,4288.85,8577.7,East
ORD10064,2025-04-06 22:47:41.924686193,Tablet,Electronics,2,26528.47,53056.94,East
ORD10065,2025-04-08 11:20:50.209205021,Smartwatch,Electronics,8,7823.03,62584.24,East
ORD10066,2025-04-09 23:53:58.493723849,Monitor,Electronics,6,14889.15,89334.9,West
ORD10067,2025-04-11 12:27:06.778242678,Smartphone,Electronics,2,39866.04,79732.08,South
ORD10068,2025-04-13 01:00:15.062761506,Shoes,Fashion,3,3914.97,11744.91,South
ORD10069,2025-04-14 13:33:23.347280335,Laptop,Electronics,5,79671.64,398358.2,West
ORD10070,2025-04-16 02:06:31.631799164,Blender,Home Appliances,5,4306.59,21532.95,South
ORD10071,2025-04-17 14:39:39.916317992,Shoes,Fashion,7,3925.63,27479.41,South
ORD10072,2025-04-19 03:12:48.200836820,Headphones,Electronics,8,3777.74,30221.92,North
ORD10073,2025-04-20 15:45:56.485355648,Laptop,Electronics,1,77863.97,77863.97,North
ORD10074,2025-04-22 04:19:04.769874478,Shoes,Fashion,6,4220.59,25323.54,West
ORD10075,2025-04-23 16:52:13.054393306,Backpack,Fashion,1,2749.82,2749.82,West
ORD10076,2025-04-25 05:25:21.338912134,Backpack,Fashion,2,3070.13,6140.26,East
ORD10077,2025-04-26 17:58:29.623430962,Shoes,Fashion,8,3874.11,30992.88,South
ORD10078,2025-04-28 06:31:37.907949790,Laptop,Electronics,7,83263.55,582844.85,North
ORD10079,2025-04-29 19:04:46.192468620,Tablet,Electronics,1,30629.03,30629.03,North
ORD10080,2025-05-01 07:37:54.476987448,Smartphone,Electronics,3,45070.26,135210.78,South
ORD10081,2025-05-02 20:11:02.761506276,T-Shirt,Fashion,5,1595.12,7975.6,East
ORD10082,2025-05-04 08:44:11.046025104,Printer,Electronics,2,11894.76,23789.52,East
ORD10083,2025-05-05 21:17:19.330543934,Smartwatch,Electronics,7,7940.51,55583.57,East
ORD10084,2025-05-07 09:50:27.615062762,Laptop,Electronics,1,87866.93,87866.93,South
ORD10085,2025-05-08 22:23:35.899581590,Smartwatch,Electronics,6,9229.94,55379.64,West
ORD10086,2025-05-10 10:56:44.184100418,Smartwatch,Electronics,3,8596.5,25789.5,West
ORD10087,2025-05-11 23:29:52.468619246,Backpack,Fashion,3,2840.1,8520.3,East
ORD10088,2025-05-13 12:03:00.753138076,Printer,Electronics,1,11949.95,11949.95,East
ORD10089,2025-05-15 00:36:09.037656904,T-Shirt,Fashion,5,1580.85,7904.25,South
ORD10090,2025-05-16 13:09:17.322175732,Mouse,Electronics,1,1124.89,1124.89,South
ORD10091,2025-05-18 01:42:25.606694560,Smartphone,Electronics,2,40518.91,81037.82,South
ORD10092,2025-05-19 14:15:33.891213390,Backpack,Fashion,1,2758.24,2758.24,West
ORD10093,2025-05-21 02:48:42.175732218,Backpack,Fashion,3,2804.26,8412.78,North
ORD10094,2025-05-22 15:21:50.460251046,Monitor,Electronics,7,15175.71,106229.97,North
ORD10095,2025-05-24 03:54:58.744769874,Shoes,Fashion,1,3876.46,3876.46,North
ORD10096,2025-05-25 16:28:07.029288704,Mouse,Electronics,5,1226.55,6132.75,North
ORD10097,2025-05-27 05:01:15.313807532,Mouse,Electronics,8,1149.27,9194.16,West
ORD10098,2025-05-28 17:34:23.598326360,Keyboard,Electronics,7,2235.74,15650.18,East
ORD10099,2025-05-30 06:07:31.882845188,Laptop,Electronics,6,79124.17,474745.02,South
ORD10100,2025-05-31 18:40:40.167364016,Smartphone,Electronics,4,41841.58,167366.32,North
ORD10101,2025-06-02 07:13:48.451882846,Laptop,Electronics,1,85554.02,85554.02,South
ORD10102,2025-06-03 19:46:56.736401674,Printer,Electronics,5,11379.56,56897.8,South
ORD10103,2025-06-05 08:20:05.020920502,Smartwatch,Electronics,7,8222.23,57555.61,North
ORD10104,2025-06-06 20:53:13.305439330,Mouse,Electronics,5,1112.26,5561.3,South
ORD10105,2025-06-08 09:26:21.589958160,Coffee Maker,Home Appliances,6,5932.39,35594.34,South
ORD10106,2025-06-09 21:59:29.874476988,Headphones,Electronics,3,3842.97,11528.91,East
ORD10107,2025-06-11 10:32:38.158995816,Keyboard,Electronics,5,2121.84,10609.2,East
ORD10108,2025-06-12 23:05:46.443514644,Backpack,Fashion,7,2973.53,20814.71,North
ORD10109,2025-06-14 11:38:54.728033472,Headphones,Electronics,5,3328.25,16641.25,South
ORD10110,2025-06-16 00:12:03.012552302,Laptop,Electronics,5,88085.55,440427.75,East
ORD10111,2025-06-17 12:45:11.297071130,Smartwatch,Electronics,5,8942.39,44711.95,South
ORD10112,2025-06-19 01:18:19.581589958,Smartphone,Electronics,2,42803.37,85606.74,West
ORD10113,2025-06-20 13:51:27.866108786,Coffee Maker,Home Appliances,2,6463.05,12926.1,East
ORD10114,2025-06-22 02:24:36.150627616,Shoes,Fashion,3,4125.95,12377.85,North
ORD10115,2025-06-23 14:57:44.435146444,Printer,Electronics,1,12122.17,12122.17,North
ORD10116,2025-06-25 03:30:52.719665272,T-Shirt,Fashion,5,1628.86,8144.3,East
ORD10117,2025-06-26 16:04:01.004184100,Shoes,Fashion,6,4477.72,26866.32,North
ORD10118,2025-06-28 04:37:09.288702930,Headphones,Electronics,1,3825.52,3825.52,East
ORD10119,2025-06-29 17:10:17.573221758,T-Shirt,Fashion,6,1387.29,8323.74,West
ORD10120,2025-07-01 05:43:25.857740586,Monitor,Electronics,1,16738.78,16738.78,East
ORD10121,2025-07-02 18:16:34.142259414,Shoes,Fashion,3,4568.21,13704.63,South
ORD10122,2025-07-04 06:49:42.426778242,T-Shirt,Fashion,5,1404.37,7021.85,East
ORD10123,2025-07-05 19:22:50.711297072,Smartwatch,Electronics,5,7763.04,38815.2,South
ORD10124,2025-07-07 07:55:58.995815900,Smartphone,Electronics,4,44025.41,176101.64,East
ORD10125,2025-07-08 20:29:07.280334728,Headphones,Electronics,6,3552.13,21312.78,West
ORD10126,2025-07-10 09:02:15.564853556,Keyboard,Electronics,1,2350.4,2350.4,South
ORD10127,2025-07-11 21:35:23.849372386,Shoes,Fashion,1,3897.41,3897.41,West
ORD10128,2025-07-13 10:08:32.133891214,T-Shirt,Fashion,8,1588.58,12708.64,West
ORD10129,2025-07-14 22:41:40.418410042,Laptop,Electronics,8,79927.66,639421.28,North
ORD10130,2025-07-16 11:14:48.702928870,Mouse,Electronics,2,1119.28,2238.56,North
ORD10131,2025-07-17 23:47:56.987447698,Keyboard,Electronics,4,2052.28,8209.12,North
ORD10132,2025-07-19 12:21:05.271966528,Headphones,Electronics,7,3720.2,26041.4,North
ORD10133,2025-07-21 00:54:13.556485356,Smartphone,Electronics,8,43387.66,347101.28,North
ORD10134,2025-07-22 13:27:21.841004184,Smartwatch,Electronics,7,8539.21,59774.47,East
ORD10135,2025-07-24 02:00:30.125523012,Coffee Maker,Home Appliances,2,6316.48,12632.96,North
ORD10136,2025-07-25 14:33:38.410041842,Smartwatch,Electronics,2,9141.24,18282.48,South
ORD10137,2025-07-27 03:06:46.694560670,Mouse,Electronics,2,1174.19,2348.38,West
ORD10138,2025-07-28 15:39:54.979079500,Backpack,Fashion,6,2977.3,17863.8,North
ORD10139,2025-07-30 04:13:03.263598328,Tablet,Electronics,6,27659.16,165954.96,West
ORD10140,2025-07-31 16:46:11.548117156,Blender,Home Appliances,3,4389.25,13167.75,South
ORD10141,2025-08-02 05:19:19.832635984,Blender,Home Appliances,3,4466.41,13399.23,North
ORD10142,2025-08-03 17:52:28.117154812,Headphones,Electronics,2,3360.96,6721.92,East
ORD10143,2025-08-05 06:25:36.401673640,Mouse,Electronics,4,1259.43,5037.72,East
ORD10144,2025-08-06 18:58:44.686192468,Smartwatch,Electronics,1,8504.62,8504.62,West
ORD10145,2025-08-08 07:31:52.970711296,Smartwatch,Electronics,6,8044.76,48268.56,West
ORD10146,2025-08-09 20:05:01.255230124,Laptop,Electronics,4,91792.77,367171.08,West
ORD10147,2025-08-11 08:38:09.539748956,Printer,Electronics,5,12209.73,61048.65,South
ORD10148,2025-08-12 21:11:17.824267784,Mouse,Electronics,6,1210.45,7262.7,North
ORD10149,2025-08-14 09:44:26.108786612,Laptop,Electronics,6,91910.03,551460.18,West
ORD10150,2025-08-15 22:17:34.393305440,Smartwatch,Electronics,3,8711.2,26133.6,West
ORD10151,2025-08-17 10:50:42.677824268,Coffee Maker,Home Appliances,1,6001.97,6001.97,West
ORD10152,2025-08-18 23:23:50.962343096,Headphones,Electronics,1,3807.88,3807.88,South
ORD10153,2025-08-20 11:56:59.246861924,Smartphone,Electronics,8,43072.75,344582.0,South
ORD10154,2025-08-22 00:30:07.531380752,Mouse,Electronics,7,1160.38,8122.66,West
ORD10155,2025-08-23 13:03:15.815899580,Blender,Home Appliances,7,4175.34,29227.38,South
ORD10156,2025-08-25 01:36:24.100418412,Headphones,Electronics,7,3705.82,25940.74,West
ORD10157,2025-08-26 14:09:32.384937240,Camera,Electronics,7,53248.76,372741.32,West
ORD10158,2025-08-28 02:42:40.669456068,Backpack,Fashion,5,2818.74,14093.7,South
ORD10159,2025-08-29 15:15:48.953974896,Headphones,Electronics,5,3775.72,18878.6,West
ORD10160,2025-08-31 03:48:57.238493724,Backpack,Fashion,6,2961.61,17769.66,West
ORD10161,2025-09-01 16:22:05.523012552,Tablet,Electronics,2,26049.38,52098.76,North
ORD10162,2025-09-03 04:55:13.807531380,Printer,Electronics,3,12029.31,36087.93,West
ORD10163,2025-09-04 17:28:22.092050208,Printer,Electronics,3,11871.22,35613.66,South
ORD10164,2025-09-06 06:01:30.376569036,Monitor,Electronics,7,16780.63,117464.41,West
ORD10165,2025-09-07 18:34:38.661087868,Smartphone,Electronics,6,38081.67,228490.02,South
ORD10166,2025-09-09 07:07:46.945606696,Shoes,Fashion,8,4258.71,34069.68,West
ORD10167,2025-09-10 19:40:55.230125524,Smartwatch,Electronics,4,8946.18,35784.72,South
ORD10168,2025-09-12 08:14:03.514644352,Headphones,Electronics,2,3763.74,7527.48,North
ORD10169,2025-09-13 20:47:11.799163180,Laptop,Electronics,6,82315.39,493892.34,West
ORD10170,2025-09-15 09:20:20.083682008,Monitor,Electronics,2,17028.02,34056.04,North
ORD10171,2025-09-16 21:53:28.368200836,Camera,Electronics,2,47950.57,95901.14,South
ORD10172,2025-09-18 10:26:36.652719664,Laptop,Electronics,2,90889.69,181779.38,West
ORD10173,2025-09-19 22:59:44.937238492,Mouse,Electronics,6,1110.6,6663.6,West
ORD10174,2025-09-21 11:32:53.221757324,Headphones,Electronics,7,3428.1,23996.7,East
ORD10175,2025-09-23 00:06:01.506276152,Printer,Electronics,3,13243.24,39729.72,East
ORD10176,2025-09-24 12:39:09.790794980,Smartphone,Electronics,3,39059.31,117177.93,South
ORD10177,2025-09-26 01:12:18.075313808,Camera,Electronics,7,49184.21,344289.47,South
ORD10178,2025-09-27 13:45:26.359832636,Tablet,Electronics,2,29244.61,58489.22,South
ORD10179,2025-09-29 02:18:34.644351464,Coffee Maker,Home Appliances,4,6786.05,27144.2,East
ORD10180,2025-09-30 14:51:42.928870292,Smartphone,Electronics,1,43185.64,43185.64,West
ORD10181,2025-10-02 03:24:51.213389120,Tablet,Electronics,6,29086.11,174516.66,West
ORD10182,2025-10-03 15:57:59.497907952,Smartphone,Electronics,1,42358.89,42358.89,West
ORD10183,2025-10-05 04:31:07.782426780,Coffee Maker,Home Appliances,8,6177.34,49418.72,North
ORD10184,2025-10-06 17:04:16.066945608,T-Shirt,Fashion,7,1453.71,10175.97,South
ORD10185,2025-10-08 05:37:24.351464436,Headphones,Electronics,4,3277.12,13108.48,North
ORD10186,2025-10-09 18:10:32.635983264,Camera,Electronics,6,56247.89,337487.34,East
ORD10187,2025-10-11 06:43:40.920502092,Shoes,Fashion,7,4270.05,29890.35,South
ORD10188,2025-10-12 19:16:49.205020920,Monitor,Electronics,2,15682.72,31365.44,West
ORD10189,2025-10-14 07:49:57.489539748,Mouse,Electronics,3,1190.88,3572.64,South
ORD10190,2025-10-15 20:23:05.774058576,Headphones,Electronics,1,3813.1,3813.1,North
ORD10191,2025-10-17 08:56:14.058577408,Smartphone,Electronics,5,39088.15,195440.75,North
ORD10192,2025-10-18 21:29:22.343096236,T-Shirt,Fashion,5,1525.87,7629.35,West
ORD10193,2025-10-20 10:02:30.627615064,Coffee Maker,Home Appliances,4,6507.66,26030.64,East
ORD10194,2025-10-21 22:35:38.912133892,Printer,Electronics,2,12778.64,25557.28,North
ORD10195,2025-10-23 11:08:47.196652720,Smartwatch,Electronics,8,7680.79,61446.32,North
ORD10196,2025-10-24 23:41:55.481171548,Tablet,Electronics,1,30083.89,30083.89,East
ORD10197,2025-10-26 12:15:03.765690376,Backpack,Fashion,2,3041.99,6083.98,North
ORD10198,2025-10-28 00:48:12.050209204,T-Shirt,Fashion,1,1519.54,1519.54,West
ORD10199,2025-10-29 13:21:20.334728032,T-Shirt,Fashion,4,1559.0,6236.0,East
ORD10200,2025-10-31 01:54:28.619246864,Shoes,Fashion,4,4554.9,18219.6,North
ORD10201,2025-11-01 14:27:36.903765692,Printer,Electronics,8,13018.1,104144.8,North
ORD10202,2025-11-03 03:00:45.188284520,Smartphone,Electronics,5,39081.33,195406.65,West
ORD10203,2025-11-04 15:33:53.472803348,Smartphone,Electronics,2,42640.82,85281.64,South
ORD10204,2025-11-06 04:07:01.757322176,T-Shirt,Fashion,6,1532.01,9192.06,South
ORD10205,2025-11-07 16:40:10.041841004,Printer,Electronics,5,12310.33,61551.65,West
ORD10206,2025-11-09 05:13:18.326359832,Laptop,Electronics,2,89019.55,178039.1,West
ORD10207,2025-11-10 17:46:26.610878660,Smartphone,Electronics,5,45648.68,228243.4,West
ORD10208,2025-11-12 06:19:34.895397488,Camera,Electronics,6,56425.91,338555.46,West
ORD10209,2025-11-13 18:52:43.179916320,Laptop,Electronics,3,84164.27,252492.81,South
ORD10210,2025-11-15 07:25:51.464435148,Smartphone,Electronics,3,38751.2,116253.6,North
ORD10211,2025-11-16 19:58:59.748953976,Monitor,Electronics,8,17551.49,140411.92,West
ORD10212,2025-11-18 08:32:08.033472804,Camera,Electronics,3,55524.54,166573.62,East
ORD10213,2025-11-19 21:05:16.317991632,Camera,Electronics,3,48096.49,144289.47,South
ORD10214,2025-11-21 09:38:24.602510460,Headphones,Electronics,7,3794.59,26562.13,West
ORD10215,2025-11-22 22:11:32.887029288,Backpack,Fashion,1,3007.14,3007.14,North
ORD10216,2025-11-24 10:44:41.171548116,Headphones,Electronics,7,3513.19,24592.33,South
ORD10217,2025-11-25 23:17:49.456066944,Smartwatch,Electronics,7,8655.17,60586.19,North
ORD10218,2025-11-27 11:50:57.740585776,Backpack,Fashion,8,2743.44,21947.52,South
ORD10219,2025-11-29 00:24:06.025104604,Printer,Electronics,7,11386.9,79708.3,North
ORD10220,2025-11-30 12:57:14.309623432,T-Shirt,Fashion,3,1450.56,4351.68,North
ORD10221,2025-12-02 01:30:22.594142260,Camera,Electronics,6,55149.68,330898.08,North
ORD10222,2025-12-03 14:03:30.878661088,Monitor,Electronics,8,14414.82,115318.56,East
ORD10223,2025-12-05 02:36:39.163179916,Smartphone,Electronics,8,40601.39,324811.12,West
ORD10224,2025-12-06 15:09:47.447698744,Tablet,Electronics,4,27429.74,109718.96,East
ORD10225,2025-12-08 03:42:55.732217572,Headphones,Electronics,8,3526.18,28209.44,West
ORD10226,2025-12-09 16:16:04.016736400,Headphones,Electronics,4,3793.9,15175.6,South
ORD10227,2025-12-11 04:49:12.301255232,Blender,Home Appliances,8,4361.71,34893.68,South
ORD10228,2025-12-12 17:22:20.585774060,Tablet,Electronics,1,27142.94,27142.94,West
ORD10229,2025-12-14 05:55:28.870292888,T-Shirt,Fashion,3,1571.25,4713.75,North
ORD10230,2025-12-15 18:28:37.154811716,Printer,Electronics,8,12380.54,99044.32,West
ORD10231,2025-12-17 07:01:45.439330544,Shoes,Fashion,3,3968.67,11906.01,North
ORD10232,2025-12-18 19:34:53.723849372,Mouse,Electronics,3,1188.59,3565.77,West
ORD10233,2025-12-20 08:08:02.008368200,Monitor,Electronics,5,14850.74,74253.7,North
ORD10234,2025-12-21 20:41:10.292887028,Mouse,Electronics,8,1122.33,8978.64,West
ORD10235,2025-12-23 09:14:18.577405860,Headphones,Electronics,2,3498.86,6997.72,South
ORD10236,2025-12-24 21:47:26.861924688,Backpack,Fashion,5,2754.6,13773.0,West
ORD10237,2025-12-26 10:20:35.146443516,Smartwatch,Electronics,2,9205.24,18410.48,North
ORD10238,2025-12-27 22:53:43.430962344,Laptop,Electronics,3,82660.7,247982.1,East
ORD10239,2025-12-29 11:26:51.715481172,Printer,Electronics,3,12701.47,38104.41,West
ORD10240,2025-12-31 00:00:00.000000000,Smartphone,Electronics,5,43111.02,215555.1,South
